SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"29473","75969","1","2020","Normal","Harry Potter","Licensed","Half-Blood Prince","Hogwarts Astronomy Tower","X","75969-1","99.99","89.99","139.99","99.99","24/08/2020 00:00:00","01/09/2024 00:00:00","971","8","hp225,hp226,hp227,hp228,hp229,hp230,hp231,hp232,","Box","Retail","6289050","6289049","5702016616699","673419317917","48","37.8","7.1","1.45","40","29","17","9","","14313","3027","2","13","X","5","74.1100","59.0700","Wes Talbott,","01/06/2020 00:00:00","31/07/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30702","75978","1","2020","Normal","Harry Potter","Licensed","General","Diagon Alley","X","75978-1","449.99","389.99","559.99","449.99","01/09/2020 00:00:00","02/09/2025 00:00:00","5544","17","hp144,hp243,hp244,hp245,hp246,hp247,hp248,hp249,hp250,hp251,hp252,hp253,hp254,hp255,hp256,hp257,hp258,","Box","LEGO exclusive","6294190","6294189","5702016668094","673419322072","58.2","48","17","","102","29","13","16","","12036","5746","8","42","X","15","402.5600","351.7500","Joel Baker,","01/09/2020 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30253","75979","1","2020","Normal","Harry Potter","Licensed","Characters","Hedwig","X","75979-1","39.99","34.99","49.99","39.99","03/07/2020 00:00:00","01/03/2024 00:00:00","630","1","hp237,","Box","Retail","6296654","6296652","5702016685510","673419323598","28.2","26.2","7.6","","","","","10","","14007","2308","2","10","X","5","48.9300","26.8400","Wes Talbott,","01/06/2020 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30254","75980","1","2020","Normal","Harry Potter","Licensed","Half-Blood Prince","Attack on the Burrow","X","75980-1","99.99","89.99","139.99","99.99","03/07/2020 00:00:00","25/11/2022 00:00:00","1047","8","hp209,hp210,hp211,hp212,hp213,hp214,hp218,hp219,","Box","Retail","6296656","6296655","5702016685527","","35.4","37.8","9.4","","34","22","18","9","","11832","3621","2","15","X","15","111.0300","73.1100","Wes Talbott,","01/06/2020 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"27435","76102","1","2018","Normal","Marvel Super Heroes","Licensed","Avengers: Infinity War","Thor's Weapon Quest","X","76102-1","19.99","19.99","24.99","24.99","04/03/2018 00:00:00","11/08/2019 00:00:00","223","3","sh0384,sh0501,sh0502,","Box","Retail","6212650","6212649","5702016110401","673419282000","26.2","19.1","4.6","0.33","","","","6","12","14215","1548","2","5","X","58","34.8600","17.4100","","03/03/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27437","76104","1","2018","Normal","Marvel Super Heroes","Licensed","Avengers: Infinity War","The Hulkbuster Smash-Up","X","76104-1","29.99","29.99","39.99","34.99","04/03/2018 00:00:00","24/01/2020 00:00:00","375","4","sh0408,sh0500,sh0503,sh0505,","Box","Retail","6212633","6212632","5702016110562","673419282475","22.2","26.2","6.2","0.49","","","","7","14","12405","1636","2","5","X","35","45.3500","22.8700","Woon Tze Chee,","03/03/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29396","76140","1","2020","Normal","Marvel Super Heroes","Licensed","Avengers","Iron Man Mech","X","76140-1","9.99","8.99","13.99","9.99","02/01/2020 00:00:00","28/09/2021 00:00:00","148","1","sh0612,","Box","Retail","6289052","6289051","5702016618020","673419320221","14.1","19.1","4.6","0.16","12","9","9","6","","8158","920","1","5","X","10","16.5200","6.6800","Junya Suzuki,","01/01/2020 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29398","76143","1","2020","Normal","Marvel Super Heroes","Licensed","Avengers","Avengers Truck Take-down","X","76143-1","39.99","34.99","49.99","39.99","02/01/2020 00:00:00","10/08/2021 00:00:00","477","4","sh0624,sh0625,sh0626,sh0627,","Box","Retail","6289058","6289057","5702016618051","673419320351","28.2","26.2","7.6","0.57","","","","7","","2744","1107","4","5","X","14","38.7600","23.0700","Mark Stafford,","01/01/2020 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30236","76153","1","2020","Normal","Marvel Super Heroes","Licensed","Avengers","Avengers Helicarrier","X","76153-1","119.99","109.99","159.99","119.99","03/07/2020 00:00:00","02/09/2021 00:00:00","1244","8","sh0585b,sh0623,sh0637,sh0641,sh0646,sh0649,sh0656,sh0657,","Box","Retail","6289076","6289075","5702016619348","673419320443","48","37.8","9.4","1.65","","","","9","","2687","1818","2","11","X","0","144.2100","96.2800","Bjarke Lykke Madsen,","01/08/2020 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"31325","76191","1","2021","Normal","Marvel Super Heroes","Licensed","Miscellaneous","Infinity Gauntlet","X","76191-1","79.99","79.99","99.99","89.99","02/08/2021 00:00:00","29/09/2025 00:00:00","590","","","Box","Retail","6332680","6332679","5702016913194","673419339872","19.1","35.4","9.1","","31","13","11","18","","11609","2094","11","16","X","23","62.7200","31.4300","","01/06/2021 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48479","76277","1","2024","Normal","Marvel Super Heroes","Licensed","Avengers","War Machine Mech Armor","X","76277-1","14.99","12.99","19.99","14.99","13/12/2023 00:00:00","03/11/2025 00:00:00","154","1","sh0944,","Box","Retail","6471505","6471504","5702017590271","673419390866","14.1","19.1","4.6","","","","","","","3339","761","2","6","X","4","11.7900","7.5500","","01/01/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48892","76293","1","2024","Normal","Marvel Super Heroes","Licensed","Seasonal","Spider-Man 2024 Advent Calendar","X","76293-1","44.99","29.99","59.99","34.99","03/05/2024 00:00:00","15/12/2024 00:00:00","246","5","sh0682,sh0684,sh0813,sh0984,sh0985,","Box","Retail","6471531","6471530","5702017590035","673419390552","","","","","","","","7","","2096","488","1","2","X","0","27.5500","","","01/09/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30789","76382","1","2021","Normal","Harry Potter","Licensed","Hogwarts Moments","Hogwarts Moment: Transfiguration Class","X","76382-1","29.99","24.99","39.99","29.99","28/01/2021 00:00:00","26/12/2022 00:00:00","241","3","hp272,hp273,hp274,","Box","Retail","6332773","6332772","5702016913576","","19.1","26.2","6.1","","12","8","4","8","","13743","1757","2","13","X","9","24.8700","16.0000","Nick Vas,","01/01/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30790","76383","1","2021","Normal","Harry Potter","Licensed","Hogwarts Moments","Hogwarts Moment: Potions Class","X","76383-1","29.99","24.99","39.99","29.99","14/01/2021 00:00:00","19/11/2022 00:00:00","271","3","hp266,hp267,hp268,","Box","Retail","6332775","6332774","5702016912944","","19.1","26.2","6.1","","12","8","4","8","","13479","1834","2","13","X","5","29.1900","18.3900","","01/01/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30792","76385","1","2021","Normal","Harry Potter","Licensed","Hogwarts Moments","Hogwarts Moment: Charms Class","X","76385-1","29.99","24.99","39.99","29.99","02/01/2021 00:00:00","27/09/2022 00:00:00","256","3","hp263a,hp264,hp265,","Box","Retail","6332779","6332778","5702016913491","","19.1","26.2","6.1","","12","8","4","8","","12158","2002","2","10","X","13","32.3800","21.0500","","01/01/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30917","76386","1","2021","Normal","Harry Potter","Licensed","Chamber of Secrets","Hogwarts: Polyjuice Potion Mistake","X","76386-1","19.99","17.99","24.99","19.99","05/06/2021 00:00:00","01/03/2024 00:00:00","217","4","hp284,hp285,hp286,hp287,","Box","Retail","6332781","6332780","5702016913507","673419339735","26.2","14.1","7.2","","12","8","6","7","","16542","1764","2","13","X","9","22.8300","15.9300","","01/06/2021 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30918","76387","1","2021","Normal","Harry Potter","Licensed","Philosopher's Stone","Hogwarts: Fluffy Encounter","X","76387-1","39.99","34.99","49.99","39.99","05/06/2021 00:00:00","30/11/2022 00:00:00","397","4","hp276,hp281,hp282,hp283,","Box","Retail","6333579","6332782","5702016912968","673419341776","28.2","26.2","7.6","","30","19","7","8","","11121","2099","2","13","X","11","57.7500","44.2000","","01/06/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30919","76388","1","2021","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Hogsmeade Village Visit","X","76388-1","89.99","79.99","119.99","89.99","05/06/2021 00:00:00","29/08/2024 00:00:00","851","7","hp288,hp289,hp290,hp291,hp292,hp293,hp294,","Box","Retail","6332785","6332784","5702016913675","673419340458","48","28.2","7.4","","22","30","9","8","","14867","2591","10","13","X","0","77.7200","50.4400","","01/06/2021 00:00:00","31/07/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30920","76389","1","2021","Normal","Harry Potter","Licensed","Chamber of Secrets","Hogwarts Chamber of Secrets","X","76389-1","149.99","129.99","199.99","149.99","05/06/2021 00:00:00","10/12/2024 00:00:00","1176","11","hp303,hp304,hp305,hp306,hp307,hp308,hp309,hp310,hp311,hp312,hp314,","Box","Retail","6332787","6332786","5702016913583","673419340113","58.2","37.8","8.7","","40","40","11","9","","11663","2799","2","16","X","9","130.7000","93.7400","Nick Vas,","01/06/2021 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30922","76391","1","2021","Normal","Harry Potter","Licensed","Miscellaneous","Hogwarts Icons - Collectors' Edition","X","76391-1","299.99","259.99","379.99","299.99","03/09/2021 00:00:00","03/11/2025 00:00:00","3010","3","hp322,hp323,hp324,","Box","LEGO exclusive","6349254","6332788","5702016913415","673419340175","58.2","48","12.4","","44","50","33","18","","8200","3683","7","16","X","18","255.1800","221.9000","Nick Vas,","02/09/2021 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30923","76392","1","2021","Normal","Harry Potter","Licensed","Philosopher's Stone","Hogwarts Wizard's Chess","X","76392-1","59.99","59.99","79.99","69.99","18/04/2021 00:00:00","25/11/2022 00:00:00","876","4","hp277,hp278,hp279,hp280,","Box","Retail - limited","6342799","6342798","5702016971620","673419344869","38.2","26.2","7.1","","27","27","8","10","","8526","2658","2","13","X","7","101.6900","65.0000","Freddy Charters,","01/06/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"30925","76394","1","2021","Normal","Harry Potter","Licensed","Characters","Fawkes, Dumbledore's Phoenix","X","76394-1","39.99","34.99","49.99","39.99","18/04/2021 00:00:00","25/11/2022 00:00:00","597","1","hp313,","Box","Retail - limited","6342804","6342802","5702016971651","673419344883","28.2","26.2","5.9","","35","35","24","10","","9557","2463","2","12","X","5","78.6400","51.9900","Wes Talbott,","01/06/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"31918","76396","1","2022","Normal","Harry Potter","Licensed","Hogwarts Moments","Hogwarts Moment: Divination Class","X","76396-1","29.99","24.99","39.99","29.99","01/03/2022 00:00:00","04/12/2022 00:00:00","297","3","hp332,hp333,hp334,","Box","Retail","6378976","6378965","5702017152646","","19.1","26.2","6.1","","12","9","4","8","","8824","1730","2","7","X","0","31.8500","20.7900","","01/03/2022 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"31920","76398","1","2022","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Hogwarts Hospital Wing","X","76398-1","49.99","44.99","64.99","49.99","01/03/2022 00:00:00","01/03/2024 00:00:00","510","4","hp325,hp326,hp327,hp328,","Box","Retail","6378978","6378967","5702017153391","673419355476","38.2","26.2","5.7","","26","20","10","8","","8788","2058","2","7","X","4","69.4500","43.3400","Nick Vas,Woon Tze Chee,","01/03/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"31921","76399","1","2022","Normal","Harry Potter","Licensed","Miscellaneous","Hogwarts Magical Trunk","X","76399-1","64.99","59.99","84.99","64.99","01/03/2022 00:00:00","01/03/2024 00:00:00","603","1","hp274,","Box","Retail","6378979","6378968","5702017153407","673419355483","38.2","26.2","5.7","","17","6","7","8","","6390","1902","2","10","X","0","39.5300","33.5600","","01/03/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"32375","76401","1","2022","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Hogwarts Courtyard: Sirius's Rescue","X","76401-1","49.99","44.99","64.99","49.99","20/06/2022 00:00:00","01/03/2024 00:00:00","345","3","hp345,hp364,hp365,","Box","Retail","6378981","6378970","5702017153421","673419355506","28.2","26.2","5.9","","31","22","10","8","","6752","1914","2","7","X","3","62.8200","46.8000","","01/06/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"32376","76402","1","2022","Normal","Harry Potter","Licensed","Chamber of Secrets","Hogwarts: Dumbledore's Office","X","76402-1","79.99","79.99","99.99","89.99","20/06/2022 00:00:00","24/12/2024 00:00:00","654","6","hp266,hp282,hp353,hp354,hp355,hp366,","Box","Retail","6378982","6378971","5702017153438","673419355513","35.4","37.8","7.1","","39","19","9","8","","7534","2074","3","10","X","0","73.5700","55.1100","Nick Vas,","01/06/2022 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"32377","76403","1","2022","Normal","Harry Potter","Licensed","Deathly Hallows","The Ministry of Magic","X","76403-1","99.99","89.99","129.99","99.99","20/06/2022 00:00:00","01/03/2024 00:00:00","990","10","hp155,hp344,hp356,hp357,hp358,hp359,hp360,hp361,hp362,hp363,","Box","Retail","6378983","6378972","5702017153445","673419355520","48","37.8","7.1","","31","21","21","9","","7318","2054","2","13","X","11","67.9300","51.2900","Nick Vas,","01/06/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"32381","76407","1","2022","Normal","Harry Potter","Licensed","Prisoner of Azkaban","The Shrieking Shack & Whomping Willow","X","76407-1","89.99","79.99","119.99","89.99","07/05/2022 00:00:00","25/12/2024 00:00:00","777","7","hp180,hp326,hp327,hp348,hp351,hp352,hp367,","Box","Retail","6385837","6385836","5702017189987","673419361828","48","28.2","6.1","","","","","9","","6748","2773","3","6","X","0","89.9300","75.2000","","01/06/2022 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"32382","76408","1","2022","Normal","Harry Potter","Licensed","Order of the Phoenix","12 Grimmauld Place","X","76408-1","119.99","114.99","149.99","129.99","20/06/2022 00:00:00","05/02/2024 00:00:00","1083","9","hp335,hp336,hp337,hp338,hp339,hp340,hp341,hp342,hp343,","Box","Retail","6385839","6385838","5702017189994","673419361835","48","37.8","7.1","","","","","8","","6800","3160","2","6","X","5","159.3800","135.1300","George Gilliatt,","01/06/2022 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"45493","76414","1","2023","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Expecto Patronum","X","76414-1","69.99","62.99","89.99","69.99","16/05/2023 00:00:00","11/01/2025 00:00:00","754","2","hp419,hp420,","Box","Retail","6426003","6426002","5702017413181","673419375801","26.2","38.2","7.1","","29","22","11","14","","3906","1466","5","6","X","0","56.0800","39.4800","","01/06/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"45494","76415","1","2023","Normal","Harry Potter","Licensed","Deathly Hallows","The Battle of Hogwarts","X","76415-1","79.99","74.99","99.99","84.99","16/05/2023 00:00:00","23/11/2024 00:00:00","730","6","hp421,hp422,hp423,hp424,hp425,hp426,","Box","Retail","6426005","6426004","5702017413198","673419375818","38.2","26.2","9.4","","28","44","11","9","","5240","1695","3","7","X","0","71.3000","57.3300","","01/06/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"47236","76417","1","2023","Normal","Harry Potter","Licensed","General","Gringotts Wizarding Bank - Collectors' Edition","X","76417-1","429.99","369.99","559.99","429.99","22/08/2023 00:00:00","03/11/2025 00:00:00","4803","13","hp144,hp443,hp445,hp446,hp447,hp448,hp449,hp450,hp451,hp452,hp453,hp454,hp455,","Box","LEGO exclusive","6426011","6426010","5702017413211","673419375856","48","52.3","21.8","","","","","18","","4153","4077","28","14","X","0","360.8800","349.8000","Carl Merriam,George Gilliatt,Justin Ramsden,","01/09/2023 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"45497","76419","1","2023","Normal","Harry Potter","Licensed","Miscellaneous","Hogwarts Castle and Grounds","X","76419-1","169.99","149.99","219.99","169.99","02/06/2023 00:00:00","03/11/2025 00:00:00","2660","1","hp464,","Box","Retail","6426015","6426014","5702017413228","673419375863","48","37.8","11.2","","21","35","25","18","","6348","2970","17","12","X","4","132.8500","107.0500","","01/09/2023 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
