SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"45526","71797","1","2023","Normal","Ninjago","Action/Adventure","Dragons Rising Season 1","Destiny's Bounty - Race Against Time","X","71797-1","159.99","129.99","209.99","149.99","11/05/2023 00:00:00","25/11/2024 00:00:00","1739","6","njo0741,njo0811,njo0813,njo0820,njo0821,njo0822,","Box","Retail","6425949","6425948","5702017413112","673419375733","58.2","37.8","8.7","","23","53","31","9","","1059","707","3","12","X","0","137.6800","99.9900","Florian Müller,","01/06/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"47082","71799","1","2023","Normal","Ninjago","Action/Adventure","Dragons Rising Season 1","NINJAGO City Markets","X","71799-1","369.99","319.99","479.99","369.99","11/05/2023 00:00:00","03/11/2025 00:00:00","6163","21","njo0813,njo0824,njo0828,njo0829,njo0830,njo0831,njo0832,njo0833,njo0834,njo0835,njo0836,njo0837,njo0838,njo0839,njo0840,njo0841,njo0842,njo0843,njo0844,njo0845,njo0846,","Box","LEGO exclusive","6432351","6432350","5702017435787","673419379892","52.3","48","21.8","","46","51","25","14","","4204","3130","7","15","X","5","319.4500","277.6500","Markus Rollbühler,","01/06/2023 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48497","71801","1","2024","Normal","Ninjago","Action/Adventure","Rising Dragon Strike","Kai's Rising Dragon Strike","X","71801-1","9.99","8.99","13.99","9.99","06/12/2023 00:00:00","25/11/2024 00:00:00","24","2","njo0854,njo0864,","Box","Retail","6465060","6465059","5702017566122","673419387101","19","22","7","","18","18","2","","","1005","282","2","6","X","0","9.8900","","","01/01/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48498","71802","1","2024","Normal","Ninjago","Action/Adventure","Rising Dragon Strike","Nya's Rising Dragon Strike","X","71802-1","9.99","8.99","13.99","9.99","06/12/2023 00:00:00","24/11/2024 00:00:00","26","2","njo0851,njo0865,","Box","Retail","6465062","6465061","5702017565088","673419387118","19","22","7","","18","18","2","","","880","283","2","5","X","3","9.9700","","","01/01/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48499","71803","1","2024","Normal","Ninjago","Action/Adventure","Rising Dragon Strike","Arin's Rising Dragon Strike","X","71803-1","9.99","8.99","13.99","9.99","06/12/2023 00:00:00","24/11/2024 00:00:00","27","2","njo0851,njo0866,","Box","Retail","6465064","6465063","5702017565538","673419387125","19","22","7","","18","18","2","","","895","282","2","6","X","3","9.9900","","","01/01/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48501","71805","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Jay's Mech Battle Pack","X","71805-1","9.99","8.99","13.99","9.99","06/12/2023 00:00:00","03/11/2025 00:00:00","78","4","njo0851,njo0852,njo0853,njo0854,","Box","Retail","6465068","6465067","5702017565552","673419387149","15.7","14.1","4.5","","","","","","","2723","329","2","6","X","15","10.1000","3.9500","","01/01/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48502","71806","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Cole's Elemental Earth Mech","X","71806-1","19.99","17.99","24.99","19.99","06/12/2023 00:00:00","03/11/2025 00:00:00","235","2","njo0851,njo0863,","Box","Retail","6470387","6470386","5702017584515","673419389266","19.1","26.2","6.1","","","","","7","","2060","506","2","6","X","0","18.1400","13.5000","Niek van Slagmaat,","01/01/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48503","71807","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Sora's Elemental Tech Mech","X","71807-1","19.99","17.99","24.99","19.99","06/12/2023 00:00:00","03/11/2025 00:00:00","209","2","njo0855,njo0869,","Box","Retail","6470389","6470388","5702017583839","673419389013","19.1","26.2","6.1","","","","","7","","1620","496","2","6","X","0","20.2700","9.0000","","01/01/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48504","71808","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Kai's Elemental Fire Mech","X","71808-1","29.99","24.99","39.99","29.99","06/12/2023 00:00:00","03/11/2025 00:00:00","322","4","njo0856,njo0857,njo0858,njo0859,","Box","Retail","6470391","6470390","5702017584522","673419389754","26.2","28.2","5.9","","","","","7","","1419","453","2","7","X","0","26.3800","17.4200","Niek van Slagmaat,","01/01/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48507","71811","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Arin's Ninja Off-Road Buggy Car","X","71811-1","49.99","44.99","64.99","49.99","01/02/2024 00:00:00","03/11/2025 00:00:00","267","4","njo0822,njo0851,njo0861,njo0888,","Box","Retail","6470397","6470396","5702017584553","673419389785","28.2","26.2","7.6","","11","23","14","7","","583","366","2","7","X","0","53.9800","28.9600","","01/03/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48508","71812","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Kai's Ninja Climber Mech","X","71812-1","69.99","59.99","89.99","69.99","01/02/2024 00:00:00","03/11/2025 00:00:00","623","4","njo0870,njo0871,njo0872,njo0873,","Box","Retail","6470399","6470398","5702017584560","673419389792","26.2","38.2","7.1","","","","","9","","888","538","2","8","X","5","64.8700","47.0800","Chi Wing Lee,","01/03/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48822","71818","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Tournament Battle Arena","X","71818-1","49.99","44.99","64.99","49.99","03/05/2024 00:00:00","03/11/2025 00:00:00","659","6","njo0892,njo0896,njo0901,njo0902,njo0903,njo0904,","Box","Retail","6470407","6470406","5702017584607","673419389839","28.2","26.2","7.6","","17","30","20","7","","1674","627","2","9","X","5","41.9800","30.0000","Florian Müller,","01/06/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48823","71820","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Ninja Team Combo Vehicle","X","71820-1","89.99","79.99","119.99","89.99","03/05/2024 00:00:00","03/11/2025 00:00:00","576","6","njo0899,njo0909,njo0911,njo0912,njo0915,njo0916,","Box","Retail","6470411","6470410","5702017584621","673419389860","45.6","28.2","6.1","","26","18","9","9","","436","343","2","12","X","0","48.5200","45.0000","","01/08/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48824","71821","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Cole's Titan Dragon Mech","X","71821-1","99.99","89.99","129.99","99.99","03/05/2024 00:00:00","03/11/2025 00:00:00","1055","1","njo0900,","Box","Retail","6470413","6470412","5702017584638","673419389877","35.4","37.8","7.1","","","","","12","","1457","881","8","8","X","10","85.8300","75.0000","Niek van Slagmaat,","01/06/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48825","71822","1","2024","Normal","Ninjago","Action/Adventure","Dragons Rising Season 2","Source Dragon of Motion","X","71822-1","149.99","129.99","199.99","149.99","03/05/2024 00:00:00","03/11/2025 00:00:00","1716","6","njo0872,njo0893,njo0896,njo0897,njo0898,njo0899,","Box","Retail","6470415","6470414","5702017584645","673419389884","55.5","37.8","8.7","","39","63","74","12","","1160","1100","10","9","X","3","138.8900","84.2800","Aaron Newman,Chi Wing Lee,","01/08/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50696","71832","1","2025","Normal","Ninjago","Action/Adventure","Dragons Rising Season 3","Thunderfang Dragon of Chaos","X","71832-1","69.99","64.99","89.99","74.99","03/01/2025 00:00:00","03/11/2025 00:00:00","668","6","njo0877,njo0932,njo0938,njo0959,njo0960,njo0963,","Box","Retail","6526907","6526906","5702017815671","673419404914","26.2","38.2","7.1","","","","","8","","696","648","2","6","X","0","72.9700","","","01/03/2025 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50864","71833","1","2025","Normal","Ninjago","Action/Adventure","Dragons Rising Season 3","Ras and Arin's Super Storm Jet","X","71833-1","49.99","44.99","64.99","49.99","11/12/2024 00:00:00","03/11/2025 00:00:00","510","3","njo0921,njo0931,njo0935,","Box","Retail","6526909","6526908","5702017815688","673419404945","28.2","26.2","7.6","","11","33","38","8","","471","408","2","9","X","9","44.8500","40.0000","Florian Müller,","01/01/2025 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51024","72046","1","2025","Normal","Super Mario","Licensed","Miscellaneous","Game Boy","X","72046-1","59.99","54.99","79.99","59.99","25/07/2025 00:00:00","03/11/2025 00:00:00","421","","","Box","Retail","6526972","6526971","5702017816616","673419405751","19.1","35.4","7","0.56","14","9","3","18","","2301","2054","7","13","X","0","57.2700","","Carl Merriam,","01/10/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"22956","75034","1","2014","Normal","Star Wars","Licensed","Episode VI","Death Star Troopers","X","75034-1","12.99","11.99","15.99","16.99","18/02/2014 00:00:00","29/10/2015 00:00:00","100","4","sw0520,sw0521,sw0529,","Box","Retail","6060918","6060916","5702015121088","673419209281","19.1008","14.097","4.5974","0.11","","","","6","12","17570","3572","2","2","X","39","34.2700","17.9700","","01/01/2014 00:00:00","31/07/2015 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"23366","75055","1","2014","Normal","Star Wars","Licensed","Episode IV","Imperial Star Destroyer","X","75055-1","129.99","119.99","149.99","129.99","02/08/2014 00:00:00","28/10/2015 00:00:00","1359","7","sw0156,sw0582,sw0583,sw0584,sw0585,sw0586,","Box","Retail","6061439","6061438","5702015123785","673419210577","58.1914","37.7952","10.3124","2.66","","","","9","14","11714","7263","6","6","X","19","268.9500","138.6800","","01/06/2014 00:00:00","31/12/2015 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"23794","75074","1","2015","Normal","Star Wars","Licensed","Microfighters","Snowspeeder","X","75074-1","9.99","8.99","12.99","9.99","01/01/2015 00:00:00","28/11/2016 00:00:00","97","1","sw0607,","Box","Retail","6100100","6100099","5702015349109","673419230278","14.097","12.192","4.5974","0.09525432","6","8","8","6","12","15819","2506","2","5","X","15","18.7300","8.7700","Jan Neergaard Olesen,","01/01/2015 00:00:00","31/12/2016 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"23791","75078","1","2015","Normal","Star Wars","Licensed","Rebels","Imperial Troop Transport","X","75078-1","12.99","11.99","15.99","16.99","01/01/2015 00:00:00","05/12/2016 00:00:00","141","4","sw0578,sw0617,","Box","Retail","6100493","6100492","5702015351133","673419230117","19.1008","14.097","4.5974","0.1589","8","6","9","6","12","16888","3472","2","7","X","64","29.6900","18.2100","Jan Neergaard Olesen,","01/01/2015 00:00:00","31/12/2016 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"24230","75101","1","2015","Normal","Star Wars","Licensed","Episode VII","First Order Special Forces TIE Fighter","X","75101-1","69.99","64.99","89.99","69.99","05/09/2015 00:00:00","11/12/2017 00:00:00","517","4","sw0670,sw0671,sw0672,","Box","Retail","6174799","6100571","5702015352130","673419231282","35.4076","37.7952","7.0612","0.9207917","23","20","18","8","14","16753","4370","4","2","X","35","91.7300","44.0100","","04/09/2015 00:00:00","30/04/2016 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"24785","75126","1","2016","Normal","Star Wars","Licensed","Microfighters","First Order Snowspeeder","X","75126-1","9.99","8.99","12.99","9.99","02/01/2016 00:00:00","25/11/2017 00:00:00","91","1","sw0701,","Box","Retail","6135662","6135661","5702015590617","673419247061","14.097","12.192","4.5974","0.1043262","5","8","6","6","12","12244","1984","2","6","X","24","13.1700","6.5400","","01/01/2016 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"24792","75134","1","2016","Normal","Star Wars","Licensed","Battlefront","Galactic Empire Battle Pack","X","75134-1","12.99","11.99","15.99","16.99","01/03/2016 00:00:00","07/11/2016 00:00:00","109","4","sw0691,sw0692,sw0693,","Box","Retail","6135726","6135725","5702015591614","673419247467","19.1008","14.097","4.5974","0.1224698","10","4","7","6","12","11980","3976","2","5","X","40","47.6900","29.9600","","01/01/2016 00:00:00","31/12/2016 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"24796","75137","1","2016","Normal","Star Wars","Licensed","Episode V","Carbon-Freezing Chamber","X","75137-1","24.99","19.99","29.99","29.99","01/03/2016 00:00:00","24/11/2017 00:00:00","231","3","sw0710,sw0711,sw0714,","Box","Retail","6135777","6135776","5702015591829","673419247764","26.2128","19.1008","6.096","0.3810173","13","18","14","7","12","24437","3778","2","11","X","64","56.4300","27.0500","Niels M. Frederiksen,","01/01/2016 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"24797","75138","1","2016","Normal","Star Wars","Licensed","Episode V","Hoth Attack","X","75138-1","24.99","19.99","29.99","29.99","01/03/2016 00:00:00","28/11/2016 00:00:00","233","4","sw0568,sw0708,sw0709,sw0712,","Box","Retail","6135788","6135787","","673419247795","26.2128","19.1008","6.096","0.3810173","12","14","12","7","12","10665","3587","2","11","X","17","64.1200","38.8100","","01/01/2016 00:00:00","31/12/2016 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26049","75152","1","2016","Normal","Star Wars","Licensed","Rogue One","Imperial Assault Hovertank","X","75152-1","29.99","29.99","39.99","39.99","01/10/2016 00:00:00","25/11/2017 00:00:00","385","3","sw0789,sw0795,","Box","Retail","6136705","6136704","","673419248570","35.4076","19.1008","7.0104","0.5760618","20","14","8","7","12","14615","3964","2","9","X","61","118.4300","64.3800","Jan Neergaard Olesen,","30/09/2016 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26050","75153","1","2016","Normal","Star Wars","Licensed","Rogue One","AT-ST Walker","X","75153-1","39.99","44.99","49.99","49.99","01/10/2016 00:00:00","09/11/2017 00:00:00","449","3","sw0783,sw0784,sw0797,","Box","Retail","6136708","6136707","","673419248587","28.194","26.2128","5.8928","0.6441007","24","16","13","8","14","19215","4510","2","7","X","55","95.5600","46.5600","Jordan Scott,Niels M. Frederiksen,","30/09/2016 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26051","75154","1","2016","Normal","Star Wars","Licensed","Rogue One","TIE Striker","X","75154-1","69.99","64.99","89.99","69.99","01/10/2016 00:00:00","15/02/2018 00:00:00","543","4","sw0785,sw0786,sw0787,sw0788,","Box","Retail","6136710","6136709","","673419248594","48.006","28.194","6.096","1.061405","41","24","6","8","14","12664","4844","2","7","X","38","158.6800","91.2100","Hans Burkhard Schlömer,","30/09/2016 00:00:00","31/12/2017 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"25864","75159","1","2016","Normal","Star Wars","Licensed","Ultimate Collector Series","Death Star","X","75159-1","499.99","409.99","599.99","487.39","01/10/2016 00:00:00","22/11/2020 00:00:00","4016","27","sw0156,sw0521b,sw0527a,sw0529,sw0532,sw0552,sw0585,sw0634a,sw0635,sw0636b,sw0700,sw0768,sw0769,sw0770,sw0771,sw0772,sw0773,sw0774,sw0775,sw0776,sw0777,sw0778,sw0779,","Box","LEGO exclusive","6136731","6136729","5702015593946","","58.5","49","19","","","","","14","","7499","8533","8","47","X","17","1033.6400","716.7100","Niels M. Frederiksen,","01/10/2016 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26487","75160","1","2017","Normal","Star Wars","Licensed","MicroFighters","U-wing Microfighter","X","75160-1","9.99","8.99","12.99","9.99","17/02/2017 00:00:00","20/01/2019 00:00:00","109","1","sw0800,","Box","Retail","6174693","6174692","5702015866484","673419265164","14.097","12.192","4.5974","0.09979024","12","3","6","6","12","11840","2084","2","5","X","16","22.1500","9.1400","Jan Neergaard Olesen,","01/01/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26709","75166","1","2017","Normal","Star Wars","Licensed","Episode VII","First Order Transport Speeder Battle Pack","X","75166-1","14.99","11.99","16.99","14.99","02/06/2017 00:00:00","18/12/2018 00:00:00","117","4","sw0666,sw0667,sw0832,","Box","Retail","6174829","6174828","5702015866781","673419265584","19.1008","14.097","4.5974","0.1406135","12","3","6","6","12","13130","2636","2","8","X","26","29.5800","16.2300","César Soares,","01/06/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26708","75167","1","2017","Normal","Star Wars","Licensed","The Freemaker Adventures","Bounty Hunter Speeder Bike Battle Pack","X","75167-1","14.99","11.99","16.99","14.99","02/06/2017 00:00:00","26/12/2018 00:00:00","125","4","sw0751,sw0828,sw0830,sw0831a,","Box","Retail","6174887","6174886","5702015866842","673419265645","19.1008","14.097","4.5974","0.1360776","16","4","7","6","12","17876","3279","2","8","X","36","46.8000","29.9200","César Soares,","01/06/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"26494","75169","1","2017","Normal","Star Wars","Licensed","Episode I","Duel on Naboo","X","75169-1","24.99","19.99","29.99","29.99","17/02/2017 00:00:00","27/11/2018 00:00:00","208","3","sw0808,sw0810,sw0812,","Box","Retail","6175202","6175201","","673419265812","26.2128","19.1008","6.096","0.3719454","13","19","11","7","12","15623","3740","2","4","X","20","65.5800","35.9300","","01/01/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26711","75177","1","2017","Normal","Star Wars","Licensed","Episode VIII","First Order Heavy Scout Walker","X","75177-1","49.99","49.99","64.99","59.99","02/09/2017 00:00:00","07/04/2019 00:00:00","554","4","sw0666,sw0671,sw0853,sw0854,","Box","Retail","6175745","6175744","5702015868501","673419266925","38.2016","26.2128","5.6388","0.6713161","20","17","9","9","14","7000","2015","2","9","X","32","48.0200","30.6600","","01/09/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26712","75178","1","2017","Normal","Star Wars","Licensed","Episode VII","Jakku Quadjumper","X","75178-1","49.99","54.99","64.99","59.99","02/06/2017 00:00:00","03/01/2019 00:00:00","457","5","sw0661,sw0676,sw0677,sw0723,sw0842,","Box","Retail","6175747","6175746","5702015868518","673419266932","38.2016","26.2128","5.6388","0.680388","15","19","9","8","14","6883","3168","2","4","X","4","76.1700","53.7300","Jan Neergaard Olesen,","01/06/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26499","75179","1","2017","Normal","Star Wars","Licensed","Episode VIII","Kylo Ren's TIE Fighter","X","75179-1","79.99","74.99","99.99","79.99","02/09/2017 00:00:00","01/03/2019 00:00:00","630","4","sw0667,sw0855,sw0859,sw0860,","Box","Retail","6175749","6175748","5702015868525","673419266949","54.0004","28.194","7.8486","1.097693","12","41","23","8","14","12669","4435","2","10","X","33","180.6700","97.6300","","01/09/2017 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26715","75183","1","2017","Normal","Star Wars","Licensed","Episode III","Darth Vader Transformation ","X","75183-1","24.99","19.99","29.99","29.99","02/06/2017 00:00:00","13/08/2019 00:00:00","282","6","sw0634a,sw0829,sw0834,sw0835,sw0836,sw0838,","Box","Retail","6175755","6175754","5702015868556","673419267571","26.2128","19.1008","6.096","0.3628736","10","17","22","7","12","20321","3590","2","3","X","44","73.6600","32.9500","Henrik Andersen,","01/06/2017 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"26719","75187","1","2017","Normal","Star Wars","Licensed","Episode VIII","BB-8","X","75187-1","99.99","84.99","129.99","99.99","02/09/2017 00:00:00","11/01/2020 00:00:00","1106","1","sw0661,","Box","Retail","6175761","6175760","5702015869881","673419267601","35.4076","37.7952","9.398","1.342632","25","15","26","10","16","17738","3143","2","3","X","37","181.3000","85.7200","","01/09/2017 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"26721","75189","1","2017","Normal","Star Wars","Licensed","Episode VIII","First Order Heavy Assault Walker","X","75189-1","149.99","129.99","169.99","139.99","02/09/2017 00:00:00","05/10/2019 00:00:00","1376","5","sw0667,sw0866,sw0867,sw0868,sw0869,","Box","Retail","6175765","6175764","5702015869904","673419267625","48.006","37.7952","9.398","1.82344","35","35","12","9","14","9250","4365","2","5","X","27","201.3000","122.2600","Jan Neergaard Olesen,","01/09/2017 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27009","75193","1","2018","Normal","Star Wars","Licensed","MicroFighters","Millennium Falcon Microfighter","X","75193-1","9.99","8.99","12.99","9.99","01/01/2018 00:00:00","14/07/2019 00:00:00","92","1","sw0532,","Box","Retail","6212541","6212540","5702016109870","673419281614","14.1","12.2","4.6","0.113","4","8","8","6","12","14545","1765","2","4","X","28","18.1400","8.4900","Jan Neergaard Olesen,","01/01/2018 00:00:00","31/07/2019 00:00:00","X","","2","2","0","0","1","","","","","","","","",""
"27447","75197","1","2018","Normal","Star Wars","Licensed","Episode VIII","First Order Specialists Battle Pack","X","75197-1","14.99","12.99","16.99","16.99","01/01/2018 00:00:00","17/02/2019 00:00:00","108","4","sw0671,sw0871,sw0886,","Box","Retail","6212553","6212552","5702016109917","673419281652","19.1","14.1","4.6","","7","9","9","6","12","11542","2506","2","7","X","20","26.5800","15.5500","","01/01/2018 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27448","75200","1","2018","Normal","Star Wars","Licensed","Episode VIII","Ahch-To Island Training","X","75200-1","29.99","25.99","34.99","29.99","01/01/2018 00:00:00","07/12/2019 00:00:00","241","2","sw0887,sw0888,","Box","Retail","6212560","6212559","5702016109948","673419281683","26.2","19.1","6.1","0.39","11","11","17","7","12","15065","2730","2","9","X","31","45.0800","23.8300","César Soares,","01/01/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27450","75202","1","2018","Normal","Star Wars","Licensed","Episode VIII","Defense of Crait","X","75202-1","84.99","74.99","99.99","79.99","01/01/2018 00:00:00","03/05/2019 00:00:00","746","5","sw0657,sw0890,sw0891,sw0892,","Box","Retail","6212564","6212563","5702016109962","","54","28.2","7.9","","","","","9","14","5546","2842","2","8","X","15","73.1000","30.0000","Niels M. Frederiksen,","01/01/2018 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28091","75203","1","2018","Normal","Star Wars","Licensed","Episode V","Hoth Medical Chamber","X","75203-1","29.99","34.99","39.99","39.99","01/08/2018 00:00:00","07/09/2019 00:00:00","255","4","sw0956,sw0957,sw0958,sw0959,","Box","Retail","6212760","6212759","5702016110616","","35.4","19.1","5.9","","10","21","18","7","","8015","3627","2","5","X","5","64.1200","50.8000","Hans Burkhard Schlömer,","01/08/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27498","75207","1","2018","Normal","Star Wars","Licensed","Solo","Imperial Patrol Battle Pack","X","75207-1","14.99","12.99","16.99","16.99","14/04/2018 00:00:00","31/12/2018 00:00:00","99","4","sw0912,sw0913,sw0914,","Box","Retail","6212654","6212651","5702016109351","673419281027","19.1","14.1","4.6","","13","3","5","6","12","12197","2862","2","4","X","30","32.9000","33.7900","","20/04/2018 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27398","75208","1","2018","Normal","Star Wars","Licensed","Episode V","Yoda's Hut","X","75208-1","29.99","25.99","34.99","29.99","14/04/2018 00:00:00","30/11/2019 00:00:00","229","3","sw0906,sw0907,sw0908,","Box","Retail - limited","6212673","6212672","5702016109368","673419281034","26.2","19.1","6.1","0.38","11","25","11","7","12","17240","3582","2","3","X","19","47.5500","27.6700","César Soares,","20/04/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27499","75209","1","2018","Normal","Star Wars","Licensed","Solo","Han Solo's Landspeeder","X","75209-1","29.99","25.99","34.99","29.99","14/04/2018 00:00:00","18/08/2019 00:00:00","345","2","sw0915,sw0916,","Box","Retail","6212683","6212681","5702016110579","673419281041","26.2","19.1","6.1","0.42","16","10","5","7","12","13345","2821","2","4","X","45","32.8600","26.3800","Niels M. Frederiksen,","20/04/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27500","75210","1","2018","Normal","Star Wars","Licensed","Solo","Moloch's Landspeeder","X","75210-1","39.99","44.99","49.99","49.99","14/04/2018 00:00:00","04/12/2019 00:00:00","464","2","sw0917,sw0918,","Box","Retail","6212689","6212688","5702016110586","673419282253","28.2","26.2","7.6","0.65","16","11","6","8","12","7506","2541","2","4","X","11","53.3600","22.7700","","20/04/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27501","75211","1","2018","Normal","Star Wars","Licensed","Solo","Imperial TIE Fighter","X","75211-1","69.99","64.99","89.99","69.99","14/04/2018 00:00:00","01/08/2019 00:00:00","519","4","sw0919,sw0925,sw0926,sw0927,","Box","Retail","6212698","6212697","5702016110593","673419282260","35.4","37.8","7.05","0.89","23","20","19","9","14","10894","4644","2","4","X","23","194.2100","145.1500","Jan Neergaard Olesen,","20/04/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27502","75212","1","2018","Normal","Star Wars","Licensed","Solo","Kessel Run Millennium Falcon","X","75212-1","169.99","149.99","199.99","169.99","14/04/2018 00:00:00","13/02/2020 00:00:00","1414","7","sw0920,sw0921,sw0922,sw0923,sw0924,sw0928,sw0929,","Box","Retail","6212706","6212705","5702016110609","673419282277","58.2","37.8","8.7","2.57","11","48","30","9","14","8720","4164","2","4","X","21","240.1800","147.3900","","20/04/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"27793","75214","1","2018","Normal","Star Wars","Licensed","The Clone Wars","Anakin's Jedi Starfighter","X","75214-1","19.99","25.99","24.99","29.99","01/08/2018 00:00:00","10/08/2020 00:00:00","247","2","sw0527a,sw0939,","Box","Retail","6212766","6212765","5702016110623","673419282291","26.2","19.1","7.2","0.42","27","13","8","","","12943","3160","2","5","X","26","73.8500","32.7100","","01/08/2018 00:00:00","31/07/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
